sku_id,warehouse_id,snapshot_date,lot_number,supplier_notes,qty_on_hand,qty_reserved,unit_cost,lead_time_days,reorder_point,turnover_rate
SKU-00491,WH-012,2026-04-24 19:39:49.265283,,,18.0,24,579.13,36,80,3.935564335937641
SKU-00057,WH-012,2026-04-22 19:39:49.265285,LOT-3768,,4566.0,233,28.78,61,92,3.7376975488987556
SKU-00236,WH-005,2026-04-24 19:39:49.265286,LOT-2988,ok,3370.0,474,312.12,60,54,4.27860422991051
SKU-00193,WH-018,2026-04-22 19:39:49.265287,,,3682.0,233,334.86,24,394,5.755855279790824
SKU-00335,WH-004,2026-04-23 19:39:49.265289,,ok,1280.0,163,72.59,22,157,5.216815126779196
SKU-00390,WH-017,2026-04-24 19:39:49.265290,LOT-9819,,3765.0,112,772.05,33,404,3.5725038610490203
SKU-00305,WH-012,2026-04-22 19:39:49.265292,LOT-9702,,817.0,380,782.88,30,381,3.5636654439977296
SKU-00383,WH-007,2026-04-22 19:39:49.265293,LOT-5576,,3262.0,0,480.91,8,197,3.1201713064705254
SKU-00492,WH-006,2026-04-24 19:39:49.265295,LOT-4777,ok,3512.0,266,270.64,29,343,5.637380011907622
SKU-00256,WH-015,2026-04-23 19:39:49.265296,LOT-4341,,4808.0,102,521.43,78,59,3.7062261655665827
SKU-00289,WH-009,2026-04-22 19:39:49.265297,LOT-1790,,4389.0,22,742.0,58,140,2.94517823806929
SKU-00275,WH-011,2026-04-24 19:39:49.265299,,,3971.0,12,699.56,16,464,4.5204109628199225
SKU-00135,WH-008,2026-04-23 19:39:49.265301,LOT-1006,,3563.0,232,261.67,84,66,4.741789803610218
SKU-00228,WH-007,2026-04-24 19:39:49.265302,,,2177.0,17,570.7,40,86,4.065786213696632
SKU-00280,WH-006,2026-04-24 19:39:49.265303,,,3078.0,494,127.4,28,340,4.535525107935021
SKU-00013,WH-019,2026-04-24 19:39:49.265305,LOT-2549,,,287,540.01,33,167,4.193534260633823
SKU-00197,WH-018,2026-04-22 19:39:49.265306,,ok,3878.0,230,192.91,75,173,5.004985335278024
SKU-00139,WH-004,2026-04-23 19:39:49.265307,LOT-4976,,1976.0,495,649.64,19,246,4.720832239978255
SKU-00334,WH-003,2026-04-24 19:39:49.265309,,,4281.0,389,559.4,85,480,3.6263251201891293
SKU-00195,WH-017,2026-04-24 19:39:49.265310,LOT-4616,ok,908.0,164,13.91,76,250,5.172251993542686
SKU-00069,WH-008,2026-04-22 19:39:49.265312,,ok,482.0,407,451.47,13,223,3.3693769895465544
SKU-00278,WH-005,2026-04-23 19:39:49.265313,,,1190.0,417,364.81,23,284,3.105748884926786
SKU-00231,WH-005,2026-04-22 19:39:49.265315,,,2223.0,0,751.21,47,302,4.595995025792062
SKU-00330,WH-018,2026-04-22 19:39:49.265316,LOT-9916,,812.0,198,440.99,29,144,4.84721529700798
SKU-00372,WH-006,2026-04-23 19:39:49.265318,LOT-2152,,,431,94.01,75,84,5.424526971623338
SKU-00494,WH-015,2026-04-24 19:39:49.265319,LOT-6322,,285.0,329,635.82,74,224,6.617206365506368
SKU-00310,WH-010,2026-04-22 19:39:49.265321,LOT-7171,,3967.0,460,702.97,79,286,2.1966135116921843
SKU-00254,WH-010,2026-04-24 19:39:49.265322,LOT-6117,,1965.0,238,445.76,38,469,3.6931273143204484
SKU-00141,WH-007,2026-04-22 19:39:49.265328,LOT-2893,,4100.0,67,700.99,12,178,4.546855940110668
SKU-00336,WH-002,2026-04-24 19:39:49.265329,LOT-4704,ok,3796.0,491,252.3,51,448,6.425967266695434
SKU-00207,WH-002,2026-04-22 19:39:49.265331,LOT-7352,,4511.0,186,237.18,80,237,3.9224823670716886
SKU-00481,WH-004,2026-04-22 19:39:49.265332,LOT-4190,ok,346.0,317,708.78,69,90,2.428082885484132
SKU-00343,WH-006,2026-04-22 19:39:49.265333,,ok,2633.0,235,336.88,24,65,3.0841088642206866
SKU-00140,WH-004,2026-04-24 19:39:49.265335,,ok,3208.0,280,795.38,32,401,4.15519276220968
SKU-00470,WH-006,2026-04-23 19:39:49.265336,LOT-2665,,1087.0,477,748.65,54,287,4.865686787175383
SKU-00227,WH-016,2026-04-24 19:39:49.265338,,,4898.0,174,431.7,41,297,7.039183747099088
SKU-00311,WH-001,2026-04-22 19:39:49.265339,,ok,4402.0,498,628.61,61,402,3.6100139596469116
SKU-00361,WH-013,2026-04-24 19:39:49.265341,,ok,2271.0,407,640.78,30,65,5.035776851185428
SKU-00327,WH-011,2026-04-22 19:39:49.265342,LOT-5434,,4806.0,25,288.21,25,86,5.641921233273731
SKU-00283,WH-005,2026-04-24 19:39:49.265343,LOT-2638,,1383.0,497,371.87,8,404,3.704150327321342
SKU-00367,WH-006,2026-04-24 19:39:49.265345,LOT-2309,,4815.0,311,722.98,68,235,6.393790026237907
SKU-00447,WH-008,2026-04-22 19:39:49.265346,LOT-5724,ok,3111.0,137,408.96,61,119,3.6898248350621143
SKU-00082,WH-006,2026-04-22 19:39:49.265347,LOT-6089,ok,105.0,296,244.25,82,379,3.1430609311430127
SKU-00284,WH-007,2026-04-22 19:39:49.265349,LOT-5674,,3418.0,65,106.67,33,159,6.234823359733242
SKU-00304,WH-009,2026-04-23 19:39:49.265351,LOT-3592,ok,4076.0,445,344.06,62,280,4.32986264846132
SKU-00462,WH-014,2026-04-24 19:39:49.265352,,,1466.0,485,362.6,5,83,3.03769518161932
SKU-00288,WH-013,2026-04-23 19:39:49.265353,LOT-8286,ok,3208.0,491,397.35,83,175,3.856493163057564
SKU-00075,WH-007,2026-04-23 19:39:49.265355,LOT-9472,ok,1995.0,354,604.43,86,394,3.520826326144716
SKU-00382,WH-006,2026-04-24 19:39:49.265356,LOT-7818,,4925.0,446,782.31,38,61,3.713660832947137
SKU-00402,WH-016,2026-04-23 19:39:49.265358,LOT-9297,ok,4697.0,29,314.56,40,367,4.593483325857517
SKU-00420,WH-016,2026-04-23 19:39:49.265359,,,2839.0,483,648.9,17,66,3.9638851404043622
SKU-00107,WH-014,2026-04-22 19:39:49.265361,,,2633.0,101,505.81,2,426,6.850958616801062
SKU-00076,WH-014,2026-04-24 19:39:49.265362,LOT-1110,,,481,680.61,17,441,3.947197491767861
SKU-00025,WH-005,2026-04-22 19:39:49.265363,LOT-5968,ok,4934.0,379,343.38,33,278,4.19543737691023
SKU-00215,WH-014,2026-04-22 19:39:49.265365,,,3280.0,342,374.46,35,414,6.15410527673278
SKU-00056,WH-007,2026-04-22 19:39:49.265367,LOT-6815,,2544.0,457,245.03,66,244,5.871593430861601
SKU-00383,WH-011,2026-04-22 19:39:49.265368,LOT-3529,,1755.0,68,561.73,19,353,5.280137198151812
SKU-00291,WH-011,2026-04-22 19:39:49.265369,,ok,,32,227.48,24,298,3.8975273034809157
SKU-00158,WH-016,2026-04-24 19:39:49.265371,LOT-3870,,1111.0,71,330.38,87,293,6.10814466299703
SKU-00146,WH-019,2026-04-23 19:39:49.265372,LOT-6292,,3994.0,58,415.06,3,53,3.9129907064879754
SKU-00225,WH-009,2026-04-22 19:39:49.265374,,ok,1405.0,16,657.81,78,322,3.100665108999544
SKU-00072,WH-003,2026-04-24 19:39:49.265375,LOT-7777,ok,4293.0,65,520.68,88,399,3.661211840176746
SKU-00209,WH-001,2026-04-22 19:39:49.265377,,ok,4995.0,282,431.81,28,485,5.336550559608295
SKU-00315,WH-008,2026-04-22 19:39:49.265378,LOT-3344,,152.0,465,66.26,56,422,4.062313860401101
SKU-00231,WH-009,2026-04-23 19:39:49.265380,LOT-3844,,,6,59.42,12,221,4.618619141396309
SKU-00244,WH-012,2026-04-24 19:39:49.265381,LOT-3861,,1167.0,465,289.54,45,76,3.200136794107584
SKU-00414,WH-008,2026-04-23 19:39:49.265383,LOT-9863,ok,2519.0,83,24.26,5,70,5.365680381402999
SKU-00191,WH-007,2026-04-23 19:39:49.265384,LOT-9120,ok,2251.0,312,183.92,70,459,3.4911733176078394
SKU-00063,WH-015,2026-04-24 19:39:49.265386,LOT-6285,,1706.0,223,760.95,67,365,3.317490478302487
SKU-00268,WH-006,2026-04-22 19:39:49.265387,LOT-7221,ok,4601.0,206,177.07,27,235,4.123532221224387
SKU-00087,WH-001,2026-04-22 19:39:49.265388,LOT-6267,,1073.0,178,640.53,34,85,2.8133868377740523
SKU-00431,WH-009,2026-04-23 19:39:49.265390,,ok,4421.0,279,528.89,57,156,3.270681515547569
SKU-00078,WH-013,2026-04-24 19:39:49.265392,LOT-4891,,4341.0,158,104.76,81,142,3.333224465061364
SKU-00363,WH-004,2026-04-23 19:39:49.265393,LOT-2902,ok,3268.0,322,167.21,4,67,4.655054064926334
SKU-00226,WH-001,2026-04-23 19:39:49.265394,LOT-6474,,3646.0,343,28.84,10,168,3.523900647331817
SKU-00248,WH-013,2026-04-23 19:39:49.265396,LOT-4813,,3817.0,424,29.02,26,491,4.737789956243816
SKU-00444,WH-004,2026-04-23 19:39:49.265398,LOT-6750,,3414.0,274,710.46,44,460,4.185322635743759
SKU-00412,WH-018,2026-04-24 19:39:49.265399,,,723.0,335,783.83,4,348,3.8119337907647175
SKU-00086,WH-007,2026-04-22 19:39:49.265400,,,1859.0,53,743.49,76,177,5.860314398307978
SKU-00432,WH-019,2026-04-24 19:39:49.265402,,,2837.0,340,287.12,20,327,2.4027708000806878
SKU-00161,WH-002,2026-04-22 19:39:49.265403,LOT-2571,,2422.0,257,63.59,45,145,5.116662369602527
SKU-00189,WH-010,2026-04-23 19:39:49.265405,,,3912.0,486,612.46,75,116,3.016298956238608
SKU-00415,WH-009,2026-04-22 19:39:49.265406,,,4738.0,354,231.6,50,158,3.3998878020768117
SKU-00075,WH-006,2026-04-24 19:39:49.265408,LOT-4550,ok,1177.0,82,159.68,34,411,3.859464730401146
SKU-00206,WH-008,2026-04-22 19:39:49.265409,,ok,4065.0,366,370.14,56,419,4.102541560793314
SKU-00058,WH-008,2026-04-22 19:39:49.265411,LOT-4688,,626.0,376,69.17,8,315,4.3123706660285075
SKU-00283,WH-002,2026-04-22 19:39:49.265412,LOT-5101,ok,4832.0,295,24.61,31,446,4.502019137755305
SKU-00320,WH-005,2026-04-23 19:39:49.265413,,,2999.0,472,405.74,88,210,3.76154547286348
SKU-00291,WH-006,2026-04-23 19:39:49.265415,LOT-6962,,4803.0,266,505.02,88,66,1.5155415391724731
SKU-00469,WH-012,2026-04-22 19:39:49.265416,LOT-3044,ok,4598.0,91,490.05,40,331,3.493283488308678
SKU-00356,WH-006,2026-04-23 19:39:49.265418,LOT-2067,,110.0,13,25.06,67,384,5.366471943555925
SKU-00020,WH-003,2026-04-22 19:39:49.265419,LOT-5689,,4868.0,187,74.17,17,112,5.03815551891985
SKU-00104,WH-014,2026-04-24 19:39:49.265421,LOT-3159,ok,4916.0,118,152.64,89,101,5.0747631551246375
SKU-00249,WH-007,2026-04-23 19:39:49.265422,,ok,2130.0,185,270.47,32,241,4.064654378174916
SKU-00229,WH-001,2026-04-24 19:39:49.265424,LOT-4117,,2255.0,232,584.19,34,337,4.939135619649272
SKU-00098,WH-004,2026-04-23 19:39:49.265425,LOT-7550,,2336.0,429,25.03,4,120,3.7966718679051503
SKU-00264,WH-012,2026-04-22 19:39:49.265426,LOT-1596,ok,2749.0,174,153.98,34,347,3.9131531950795564
SKU-00266,WH-005,2026-04-22 19:39:49.265428,,ok,3131.0,297,596.59,37,101,3.654330521473087
SKU-00228,WH-019,2026-04-23 19:39:49.265429,LOT-7601,,400.0,356,314.21,87,190,5.51040365066795
SKU-00429,WH-014,2026-04-24 19:39:49.265431,LOT-4637,,188.0,314,366.35,33,497,1.2541253819478637
SKU-00191,WH-006,2026-04-23 19:39:49.265432,LOT-4696,,314.0,362,87.0,80,73,4.494713157313244
SKU-00394,WH-020,2026-04-23 19:39:49.265434,LOT-1584,,2712.0,300,241.18,82,178,4.494040816534962
SKU-00350,WH-015,2026-04-22 19:39:49.265435,,ok,2792.0,376,274.94,78,188,4.592503348452746
SKU-00486,WH-014,2026-04-24 19:39:49.265437,,,3138.0,219,766.48,58,55,4.2478383552346095
SKU-00319,WH-002,2026-04-23 19:39:49.265438,LOT-8485,ok,1237.0,165,446.84,47,348,5.828952513759533
SKU-00243,WH-005,2026-04-22 19:39:49.265440,LOT-2490,,625.0,90,110.72,56,148,4.395179617623415
SKU-00001,WH-013,2026-04-23 19:39:49.265441,LOT-9900,,1375.0,5,600.28,87,217,4.091131397931362
SKU-00332,WH-009,2026-04-22 19:39:49.265442,LOT-9785,,4145.0,22,743.45,85,214,5.127532470549978
SKU-00264,WH-018,2026-04-24 19:39:49.265444,,ok,2244.0,23,33.61,7,420,2.4384634773624763
SKU-00450,WH-013,2026-04-23 19:39:49.265445,LOT-2126,,2677.0,139,420.55,13,55,3.4729712079859674
SKU-00299,WH-002,2026-04-23 19:39:49.265447,LOT-2517,ok,539.0,204,326.51,46,243,5.613033536170182
SKU-00349,WH-018,2026-04-23 19:39:49.265448,LOT-7471,,4342.0,490,499.17,47,332,4.680271372146812
SKU-00456,WH-019,2026-04-23 19:39:49.265450,LOT-3586,ok,877.0,236,90.3,60,438,2.668189780782975
SKU-00483,WH-015,2026-04-23 19:39:49.265451,,,2772.0,408,125.58,58,284,7.494446191746208
SKU-00111,WH-016,2026-04-23 19:39:49.265453,LOT-9791,ok,4971.0,284,444.67,36,117,4.151094217995647
SKU-00123,WH-003,2026-04-23 19:39:49.265454,,,1541.0,104,392.25,42,203,3.430501091611008
SKU-00392,WH-015,2026-04-22 19:39:49.265455,,ok,2343.0,233,560.4,74,180,2.6310320491284163
SKU-00068,WH-013,2026-04-23 19:39:49.265457,LOT-4950,,1873.0,141,576.55,18,449,5.974262127389434
SKU-00410,WH-003,2026-04-23 19:39:49.265458,LOT-2731,,1455.0,330,658.91,25,351,3.226177015843442
SKU-00075,WH-004,2026-04-22 19:39:49.265460,LOT-7124,,4775.0,261,601.65,24,159,3.884864279749543
SKU-00183,WH-011,2026-04-24 19:39:49.265461,LOT-3418,,3661.0,52,757.13,27,359,4.745640730428139
SKU-00427,WH-008,2026-04-24 19:39:49.265463,,,2255.0,331,480.64,2,91,1.9419323920483134
SKU-00069,WH-012,2026-04-24 19:39:49.265464,,ok,3008.0,277,618.41,1,399,5.335142412058036
SKU-00027,WH-020,2026-04-24 19:39:49.265465,,,2542.0,35,731.74,23,96,3.273752556874236
SKU-00380,WH-013,2026-04-24 19:39:49.265467,LOT-6570,,4750.0,352,384.02,89,73,5.645608032685081
SKU-00405,WH-018,2026-04-24 19:39:49.265468,LOT-4861,,3792.0,32,99.22,50,406,4.693334089307367
SKU-00378,WH-001,2026-04-23 19:39:49.265470,LOT-1412,ok,1583.0,205,671.98,73,293,5.724666644730232
SKU-00233,WH-006,2026-04-22 19:39:49.265471,LOT-9880,,4075.0,321,99.0,75,203,4.599760077777449
SKU-00382,WH-018,2026-04-23 19:39:49.265472,LOT-1692,,2062.0,320,270.33,24,141,5.586420488329226
SKU-00346,WH-015,2026-04-22 19:39:49.265474,LOT-9388,,4601.0,302,628.1,62,456,4.902874532441086
SKU-00189,WH-008,2026-04-22 19:39:49.265475,LOT-8212,,104.0,331,172.1,55,349,4.285537517418579
SKU-00373,WH-007,2026-04-24 19:39:49.265477,LOT-3717,,3463.0,274,174.5,85,86,4.765895922047491
SKU-00097,WH-015,2026-04-24 19:39:49.265478,LOT-5647,,3166.0,202,663.12,2,154,0.7934204793170831
SKU-00213,WH-001,2026-04-23 19:39:49.265480,LOT-6092,ok,1489.0,159,275.57,89,293,3.7053885969460136
SKU-00414,WH-002,2026-04-22 19:39:49.265513,LOT-4036,,3082.0,375,410.28,34,333,5.776451645538343
SKU-00074,WH-018,2026-04-22 19:39:49.265516,,ok,747.0,244,213.29,25,180,2.8243536478879188
SKU-00211,WH-016,2026-04-24 19:39:49.265518,LOT-4750,,801.0,334,295.28,48,85,3.6585136652565726
SKU-00309,WH-017,2026-04-24 19:39:49.265520,LOT-2233,,2295.0,331,627.12,58,473,2.5370547399636307
SKU-00299,WH-010,2026-04-22 19:39:49.265522,LOT-9864,ok,4223.0,321,689.9,43,448,2.231648279418937
SKU-00479,WH-006,2026-04-22 19:39:49.265523,,ok,471.0,115,378.11,66,264,3.88954758130938
SKU-00331,WH-008,2026-04-22 19:39:49.265525,,,1262.0,301,403.1,31,174,4.846082855582132
SKU-00013,WH-016,2026-04-22 19:39:49.265526,LOT-5193,,4570.0,15,546.63,5,172,4.010473578206115
SKU-00498,WH-005,2026-04-24 19:39:49.265528,LOT-3876,,2208.0,325,230.21,49,137,2.830701760971616
SKU-00114,WH-001,2026-04-22 19:39:49.265530,LOT-7385,,4899.0,246,606.59,46,64,2.91968518090955
SKU-00298,WH-010,2026-04-22 19:39:49.265531,LOT-4797,ok,1031.0,218,756.88,36,499,3.1737550933651084
SKU-00438,WH-011,2026-04-23 19:39:49.265532,LOT-6025,ok,2605.0,351,141.23,69,269,3.973306776691228
SKU-00304,WH-009,2026-04-24 19:39:49.265534,LOT-4059,,1784.0,370,296.63,76,153,3.186072841111148
SKU-00035,WH-020,2026-04-23 19:39:49.265536,LOT-3760,,193.0,98,110.44,42,119,5.6456819398570195
SKU-00176,WH-013,2026-04-23 19:39:49.265537,LOT-6245,ok,4468.0,259,92.28,22,271,3.469646690835441
SKU-00006,WH-016,2026-04-24 19:39:49.265538,LOT-1521,ok,1479.0,181,473.57,37,83,3.741569748910073
SKU-00211,WH-005,2026-04-24 19:39:49.265540,LOT-5088,ok,360.0,268,227.31,66,423,4.962025397001536
SKU-00439,WH-012,2026-04-24 19:39:49.265541,LOT-9064,ok,1941.0,160,212.58,49,117,1.8859621562259807
SKU-00129,WH-008,2026-04-24 19:39:49.265543,LOT-9741,,2640.0,241,318.55,71,471,6.14513457968429
SKU-00385,WH-008,2026-04-24 19:39:49.265544,LOT-5099,,1953.0,413,554.44,10,285,5.321036597309066
SKU-00022,WH-003,2026-04-22 19:39:49.265545,LOT-5969,,1560.0,113,239.21,85,247,5.288199862594824
SKU-00127,WH-015,2026-04-24 19:39:49.265547,,,3515.0,488,427.01,7,160,3.4394252935946144
SKU-00287,WH-010,2026-04-23 19:39:49.265548,LOT-1752,,3511.0,446,646.3,60,324,3.2912622492633874
SKU-00484,WH-020,2026-04-22 19:39:49.265550,LOT-6722,,4907.0,252,61.77,1,240,3.595287473506444
SKU-00310,WH-012,2026-04-24 19:39:49.265552,LOT-5989,,661.0,398,149.86,37,183,3.8606174058983456
SKU-00357,WH-004,2026-04-23 19:39:49.265553,LOT-6250,ok,122.0,198,424.9,37,285,5.848712488701075
SKU-00387,WH-015,2026-04-24 19:39:49.265554,LOT-7332,ok,4288.0,460,223.07,45,68,1.989098645342907
SKU-00060,WH-001,2026-04-24 19:39:49.265556,LOT-1516,,4827.0,312,752.89,41,72,5.894754883067538
SKU-00480,WH-015,2026-04-23 19:39:49.265557,LOT-9655,,3285.0,300,61.21,7,495,4.074488184310266
SKU-00231,WH-008,2026-04-23 19:39:49.265559,,ok,4584.0,488,266.54,85,300,5.623206584458769
SKU-00155,WH-001,2026-04-22 19:39:49.265560,LOT-3839,ok,3033.0,362,9.23,51,441,4.794523153654756
SKU-00433,WH-011,2026-04-23 19:39:49.265562,LOT-7355,ok,,373,9.35,82,252,5.100549491848602
SKU-00246,WH-010,2026-04-24 19:39:49.265563,LOT-7590,ok,2413.0,481,58.91,15,449,5.477766805432714
SKU-00334,WH-005,2026-04-24 19:39:49.265564,LOT-2997,,2181.0,35,330.32,34,300,4.189517654490545
SKU-00185,WH-003,2026-04-23 19:39:49.265566,,ok,2798.0,123,270.18,24,333,3.1943835064646438
SKU-00293,WH-013,2026-04-24 19:39:49.265567,LOT-1758,,1957.0,210,341.41,87,364,3.2477970997876264
SKU-00077,WH-010,2026-04-24 19:39:49.265569,,,1916.0,4,295.78,43,158,5.490039811727615
SKU-00209,WH-007,2026-04-23 19:39:49.265570,,,2397.0,98,64.65,15,369,6.186199335047828
SKU-00226,WH-012,2026-04-24 19:39:49.265572,LOT-2230,ok,3194.0,288,486.74,43,79,3.4614855076068682
SKU-00125,WH-020,2026-04-22 19:39:49.265573,,,3267.0,77,265.98,22,363,5.674126754136598
SKU-00457,WH-018,2026-04-22 19:39:49.265575,LOT-4615,,,429,431.19,52,271,5.497829834548215
SKU-00307,WH-006,2026-04-24 19:39:49.265578,,ok,1314.0,340,641.91,47,83,2.5274934066759576
SKU-00436,WH-008,2026-04-22 19:39:49.265579,LOT-7594,,1281.0,214,728.96,69,157,5.454483078996567
SKU-00077,WH-017,2026-04-22 19:39:49.265581,LOT-6319,ok,2000.0,370,699.04,34,457,3.6246729567323186
SKU-00212,WH-003,2026-04-23 19:39:49.265582,,ok,3187.0,115,296.11,19,259,6.161242339829418
SKU-00405,WH-020,2026-04-23 19:39:49.265584,LOT-1457,,4797.0,242,145.3,48,414,4.644869276548722
SKU-00082,WH-009,2026-04-23 19:39:49.265585,LOT-2052,,3596.0,375,449.75,35,384,7.35827872286076
SKU-00105,WH-010,2026-04-23 19:39:49.265587,LOT-5413,,367.0,225,698.27,1,445,4.333174758880584
SKU-00462,WH-020,2026-04-24 19:39:49.265588,LOT-4601,ok,3399.0,281,645.55,33,380,3.6323966562174825
SKU-00061,WH-004,2026-04-24 19:39:49.265589,LOT-7583,ok,1012.0,181,367.99,61,127,5.021816258887881
SKU-00230,WH-004,2026-04-22 19:39:49.265591,LOT-7505,,3556.0,468,621.09,63,325,5.314328617209031
SKU-00037,WH-018,2026-04-23 19:39:49.265592,,,207.0,474,152.46,25,313,5.07707068448625
SKU-00170,WH-015,2026-04-24 19:39:49.265594,LOT-1945,,1766.0,192,25.26,63,498,3.940995828850925
SKU-00408,WH-009,2026-04-23 19:39:49.265595,LOT-8860,,2965.0,140,731.19,28,469,5.330234485162938
SKU-00182,WH-003,2026-04-23 19:39:49.265597,LOT-7785,,1036.0,150,759.82,1,304,2.987827416574154
SKU-00234,WH-011,2026-04-24 19:39:49.265598,LOT-5761,ok,2598.0,107,582.42,82,469,1.674540811057187
SKU-00459,WH-016,2026-04-24 19:39:49.265599,LOT-9769,,2155.0,262,273.21,1,473,4.8349315927630485
SKU-00200,WH-001,2026-04-22 19:39:49.265601,,ok,327.0,472,71.69,79,217,7.079894197367719
SKU-00301,WH-005,2026-04-23 19:39:49.265603,LOT-8763,,1823.0,490,32.68,11,199,5.142168482649665
SKU-00261,WH-007,2026-04-23 19:39:49.265604,,,2309.0,280,24.32,37,433,3.47548241778546
SKU-00360,WH-006,2026-04-24 19:39:49.265605,LOT-9267,,2837.0,296,238.29,53,344,4.017131654850762
SKU-00294,WH-012,2026-04-24 19:39:49.265607,LOT-9903,,976.0,65,219.26,34,258,4.407545696719279
SKU-00416,WH-020,2026-04-23 19:39:49.265608,,,4062.0,196,210.23,22,461,3.3176176371268813
SKU-00441,WH-014,2026-04-24 19:39:49.265610,,ok,3230.0,399,709.07,71,87,3.217678983285817
SKU-00494,WH-011,2026-04-24 19:39:49.265611,LOT-2597,,3854.0,253,142.89,38,324,4.857085929303212
SKU-00172,WH-020,2026-04-24 19:39:49.265613,,ok,4041.0,308,98.85,65,487,4.9234045241706506
SKU-00089,WH-017,2026-04-22 19:39:49.265614,,,3803.0,316,326.66,1,429,3.2870735882021664
SKU-00094,WH-012,2026-04-22 19:39:49.265615,,,535.0,401,624.83,13,188,2.753261173217268
SKU-00394,WH-002,2026-04-24 19:39:49.265617,LOT-1513,,1904.0,252,380.55,45,435,4.136142331227386
SKU-00435,WH-006,2026-04-24 19:39:49.265618,LOT-8591,ok,,300,534.33,36,179,3.875398533867762
SKU-00121,WH-019,2026-04-22 19:39:49.265620,,,1924.0,43,523.68,78,54,5.149389927162827
SKU-00241,WH-012,2026-04-23 19:39:49.265621,LOT-3406,,2204.0,431,126.45,45,454,3.478961288053685
SKU-00010,WH-019,2026-04-22 19:39:49.265623,,,2021.0,261,594.12,77,444,4.765278275574818
SKU-00290,WH-002,2026-04-22 19:39:49.265624,LOT-9658,ok,2565.0,367,100.82,43,384,4.865317404554339
SKU-00351,WH-004,2026-04-22 19:39:49.265626,LOT-3594,ok,154.0,295,571.66,56,449,5.3207208588808355
SKU-00080,WH-003,2026-04-24 19:39:49.265627,LOT-1375,ok,2247.0,341,739.12,10,213,4.272862991178861
SKU-00464,WH-002,2026-04-23 19:39:49.265628,LOT-8021,,3180.0,222,97.05,33,115,3.5467006795924636
SKU-00432,WH-008,2026-04-23 19:39:49.265630,LOT-8723,ok,3583.0,428,105.52,57,409,4.00979211911852
SKU-00479,WH-020,2026-04-22 19:39:49.265631,LOT-5023,,3000.0,19,790.55,27,227,4.140380720075943
SKU-00470,WH-001,2026-04-23 19:39:49.265633,,,3560.0,139,777.31,57,59,6.752168053971139
SKU-00042,WH-019,2026-04-22 19:39:49.265634,LOT-8079,,326.0,104,392.04,50,210,3.731504119723766
SKU-00224,WH-002,2026-04-22 19:39:49.265636,LOT-4086,,2935.0,39,124.53,70,311,6.636285979153873
SKU-00213,WH-001,2026-04-22 19:39:49.265637,LOT-2821,ok,3301.0,229,512.45,62,332,4.424331365384971
SKU-00011,WH-001,2026-04-23 19:39:49.265639,LOT-5553,,1131.0,21,423.73,54,171,3.887253609074899
SKU-00468,WH-016,2026-04-23 19:39:49.265640,LOT-7207,,1964.0,181,314.17,8,208,3.5616236336473275
SKU-00014,WH-004,2026-04-24 19:39:49.265642,,,1900.0,94,586.13,4,299,3.069028293917927
SKU-00348,WH-003,2026-04-22 19:39:49.265643,LOT-5662,,249.0,246,194.96,56,424,4.141423028328384
SKU-00152,WH-017,2026-04-24 19:39:49.265645,LOT-7825,ok,4070.0,230,623.6,22,198,4.279498494220674
SKU-00299,WH-013,2026-04-24 19:39:49.265646,LOT-7533,,2889.0,334,521.5,59,231,4.374039651985092
SKU-00246,WH-008,2026-04-23 19:39:49.265647,LOT-1719,ok,1564.0,3,97.48,48,374,7.010039838343141
SKU-00111,WH-016,2026-04-23 19:39:49.265649,LOT-8597,,4788.0,83,344.64,23,124,6.016909804316541
SKU-00217,WH-019,2026-04-23 19:39:49.265651,LOT-1030,,4590.0,333,416.77,37,335,4.464899817178358
SKU-00354,WH-011,2026-04-24 19:39:49.265652,LOT-4546,ok,336.0,74,385.27,36,118,3.868366831330893
SKU-00285,WH-018,2026-04-22 19:39:49.265653,,ok,1439.0,476,377.41,55,373,2.6618383291704046
SKU-00113,WH-007,2026-04-22 19:39:49.265655,LOT-6444,ok,4721.0,457,633.76,20,470,4.67103767051373
SKU-00129,WH-018,2026-04-24 19:39:49.265656,,,2751.0,210,435.04,7,369,5.544050381919484
SKU-00348,WH-013,2026-04-23 19:39:49.265658,LOT-5400,,2022.0,368,183.39,31,308,5.924535780930633
SKU-00105,WH-005,2026-04-24 19:39:49.265659,,,3056.0,273,470.96,28,386,3.6842857555616693
SKU-00298,WH-013,2026-04-22 19:39:49.265661,,,3900.0,271,236.97,44,307,2.7279719605190005
SKU-00488,WH-007,2026-04-23 19:39:49.265662,LOT-1656,,843.0,478,160.27,20,492,4.364675232338932
SKU-00288,WH-002,2026-04-23 19:39:49.265664,LOT-9950,ok,1170.0,456,795.77,32,96,4.9318386115900115
SKU-00141,WH-010,2026-04-24 19:39:49.265665,LOT-5324,ok,,60,508.17,52,249,3.957752161764188
SKU-00335,WH-002,2026-04-22 19:39:49.265667,LOT-2260,,944.0,159,268.08,18,312,4.921129623217569
SKU-00474,WH-009,2026-04-23 19:39:49.265668,LOT-6032,,1305.0,198,220.67,11,390,4.216934494744551
SKU-00325,WH-018,2026-04-22 19:39:49.265670,LOT-5455,,680.0,179,334.34,87,193,4.54133929396673
SKU-00286,WH-002,2026-04-24 19:39:49.265671,,,1195.0,493,619.73,31,149,4.6380119106997
